id,is_contractor
2a68641a-c5ed-4262-80ea-b93ea6ca2c71,FALSE
afe19521-1e26-4936-9e8e-70350a7e6331,FALSE
f6fb2939-204d-4c0e-bc12-7c2c1a447701,FALSE
79f5ce34-cd5c-4d7a-8401-2fa1b316dcc6,FALSE
3d98fe1d-eff8-4f1f-b221-6015508384a8,TRUE
99fa74e1-65e9-4876-948e-18bc2956577c,TRUE
723d3432-46cf-4382-8da1-81f3f74e4fc1,TRUE
813a08b9-87b1-4438-acc6-1e7c06e7f4c9,TRUE
261bb37a-baa1-4d8c-b04b-08a486d66650,FALSE
5ae027be-3b06-4cff-a752-086197b0044b,FALSE
21804936-3e7b-4b46-b399-c99c1a48e95d,FALSE
c059c5ca-bfae-4cac-982c-4e89e453311c,FALSE
92239154-5fc1-4cef-90a0-aef391a74264,FALSE
2c6670a6-4137-4202-aeb9-e4da59d7b1d9,FALSE
b4af5624-25c3-4611-a3dd-0ef0c023ae3c,FALSE
e1aafed1-3cf5-41f7-8afd-01268640e088,FALSE
20223ac0-95ab-452b-838b-592c899860d9,FALSE
bb1e439a-c9be-4341-ab12-347832c2cac0,FALSE
b877f525-6a4b-4f9e-a40e-8d553a045cf4,FALSE
4999ce7f-eac4-4c0d-9009-2fc9ef9e67bb,FALSE
c17187a6-5f0a-447f-af4d-f653422989ff,TRUE
cf668c4f-bcb8-4c6a-b461-b1e788a3d2f3,FALSE
95e3cc4c-883f-42d7-a76b-165527d00126,FALSE
159e5e2e-6fb6-427f-8da6-e84f3de1d7fa,FALSE
92fc20d9-1288-45dc-9604-90d78f1235a6,FALSE
a2c4327e-e10b-4e95-ac4b-f661d3e99a62,FALSE
c4f5ca3a-9d99-4459-9a85-36c324ab7863,FALSE
ea401f91-b61e-4559-877a-ad66fdb3bc31,FALSE
b401c468-e691-4b6e-a736-4c0a4960737c,TRUE
2ac4c536-e7dc-4107-8309-15996a443ea3,FALSE
9362fd0e-dd5e-4e1e-bd33-1f66e7908385,FALSE
e074db87-fbfc-44e5-b4e5-66ee937e7401,FALSE
a5615d56-c042-48a3-85de-e5bcb6ef3e0d,FALSE
aa32e9db-cb7f-43d4-8601-b71a512d65f8,FALSE
249bc876-e106-4a89-ae72-c7c4ec389a75,FALSE
4df0efc0-7da0-4874-9e6a-e87c80857abe,TRUE
e9ec25fb-d93c-479a-b107-c74141dc76b9,FALSE
3965dcd5-d440-437c-ac30-22dca6119852,FALSE
ae2a1a13-4506-422a-b82a-a0e916a544fd,FALSE
7107c388-1a33-40a0-89a1-7c17b8eb383c,FALSE
d91baa39-e873-4c18-973f-80c5c271c91d,FALSE
66532f35-08e5-4789-a6fd-050a5a0487f4,FALSE
759ec3de-5ea8-4617-a7ab-330db48eda91,FALSE
e709810b-145e-4e6a-8477-b91db14716fe,FALSE
35576ed2-12c1-4fab-8eb6-f6dc69a4baa3,FALSE
d1c50002-03ef-4d0f-b44a-81232e9da750,FALSE
de1f4fa3-d2b5-4e3e-8909-19bbd234628f,FALSE
055cea8c-226a-460f-901c-4088948a2cd0,FALSE
d9c1200c-a212-4843-84bd-acc4bc6a09ab,FALSE
0ffc1755-8782-4317-ac3c-6ae3d03d3a42,FALSE
eef2e376-0db1-4786-a6e3-626abb48bdc1,FALSE
5ff84633-d95d-4514-9137-2c1fb67ec78b,FALSE
29794802-6380-4564-be58-7f1dba5b6a6b,FALSE
128207a6-9d4e-431c-a6eb-78d1296f1745,FALSE
3a23d5e7-d37f-41f4-b2bb-c73c3835dd23,FALSE
c0a94092-e439-439f-8901-90c709bddab7,FALSE
fb377d98-3704-4cb7-8c14-db2f02bf8cd8,FALSE
9f41e102-0c09-488d-a5c1-cffa17d0a930,FALSE
